airport,report_date,Hour,Scheduled Departures,Scheduled Arrivals,DATE
JFK,2019-01-20,9,30,17,2019-01-20 09:00:00
JFK,2019-01-20,10,22,22,2019-01-20 10:00:00
JFK,2019-01-20,11,30,13,2019-01-20 11:00:00
JFK,2019-01-20,12,14,22,2019-01-20 12:00:00
JFK,2019-01-20,13,25,42,2019-01-20 13:00:00
JFK,2019-01-20,14,23,36,2019-01-20 14:00:00
JFK,2019-01-20,15,33,33,2019-01-20 15:00:00
JFK,2019-01-20,16,30,34,2019-01-20 16:00:00
JFK,2019-01-20,17,26,31,2019-01-20 17:00:00
JFK,2019-01-20,18,35,38,2019-01-20 18:00:00
JFK,2019-01-20,19,46,26,2019-01-20 19:00:00
JFK,2019-01-20,20,29,38,2019-01-20 20:00:00
JFK,2019-01-20,21,25,25,2019-01-20 21:00:00
JFK,2019-01-20,22,20,29,2019-01-20 22:00:00
JFK,2019-01-20,23,18,18,2019-01-20 23:00:00
JFK,2019-01-21,0,12,9,2019-01-21 00:00:00
JFK,2019-01-21,1,5,5,2019-01-21 01:00:00
JFK,2019-01-21,2,1,2,2019-01-21 02:00:00
JFK,2019-01-21,3,2,0,2019-01-21 03:00:00
JFK,2019-01-21,4,1,5,2019-01-21 04:00:00
JFK,2019-01-21,5,8,16,2019-01-21 05:00:00
JFK,2019-01-21,6,14,19,2019-01-21 06:00:00
JFK,2019-01-21,7,40,32,2019-01-21 07:00:00
JFK,2019-01-21,8,53,19,2019-01-21 08:00:00
JFK,2019-01-21,9,34,22,2019-01-21 09:00:00
JFK,2019-01-21,10,22,24,2019-01-21 10:00:00
JFK,2019-01-21,11,34,15,2019-01-21 11:00:00
JFK,2019-01-21,12,21,26,2019-01-21 12:00:00
JFK,2019-01-21,13,27,43,2019-01-21 13:00:00
JFK,2019-01-21,14,26,38,2019-01-21 14:00:00
JFK,2019-01-21,15,37,31,2019-01-21 15:00:00
JFK,2019-01-21,16,32,40,2019-01-21 16:00:00
JFK,2019-01-21,17,33,33,2019-01-21 17:00:00
JFK,2019-01-21,18,34,38,2019-01-21 18:00:00
JFK,2019-01-21,19,47,25,2019-01-21 19:00:00
JFK,2019-01-21,20,28,45,2019-01-21 20:00:00
JFK,2019-01-21,21,28,28,2019-01-21 21:00:00
JFK,2019-01-21,22,21,31,2019-01-21 22:00:00
JFK,2019-01-21,23,18,21,2019-01-21 23:00:00
JFK,2019-01-22,0,10,10,2019-01-22 00:00:00
JFK,2019-01-22,1,6,2,2019-01-22 01:00:00
JFK,2019-01-22,2,2,2,2019-01-22 02:00:00
JFK,2019-01-22,3,2,0,2019-01-22 03:00:00
JFK,2019-01-22,4,0,4,2019-01-22 04:00:00
JFK,2019-01-22,5,9,17,2019-01-22 05:00:00
JFK,2019-01-22,6,15,21,2019-01-22 06:00:00
JFK,2019-01-22,7,42,33,2019-01-22 07:00:00
JFK,2019-01-22,8,52,16,2019-01-22 08:00:00
JFK,2019-01-22,9,36,19,2019-01-22 09:00:00
JFK,2019-01-22,10,22,25,2019-01-22 10:00:00
JFK,2019-01-22,11,28,13,2019-01-22 11:00:00
JFK,2019-01-22,12,16,27,2019-01-22 12:00:00
JFK,2019-01-22,13,25,42,2019-01-22 13:00:00
JFK,2019-01-22,14,26,42,2019-01-22 14:00:00
JFK,2019-01-22,15,37,35,2019-01-22 15:00:00
JFK,2019-01-22,16,29,37,2019-01-22 16:00:00
JFK,2019-01-22,17,30,29,2019-01-22 17:00:00
JFK,2019-01-22,18,30,37,2019-01-22 18:00:00
JFK,2019-01-22,19,43,31,2019-01-22 19:00:00
JFK,2019-01-22,20,26,39,2019-01-22 20:00:00
JFK,2019-01-22,21,25,28,2019-01-22 21:00:00
JFK,2019-01-22,22,16,30,2019-01-22 22:00:00
JFK,2019-01-22,23,17,22,2019-01-22 23:00:00
JFK,2019-01-23,0,13,10,2019-01-23 00:00:00
JFK,2019-01-23,1,7,3,2019-01-23 01:00:00
JFK,2019-01-23,2,0,2,2019-01-23 02:00:00
JFK,2019-01-23,3,1,0,2019-01-23 03:00:00
JFK,2019-01-23,4,0,5,2019-01-23 04:00:00
JFK,2019-01-23,5,9,15,2019-01-23 05:00:00
JFK,2019-01-23,6,16,18,2019-01-23 06:00:00
JFK,2019-01-23,7,41,32,2019-01-23 07:00:00
JFK,2019-01-23,8,52,18,2019-01-23 08:00:00
JFK,2019-01-23,9,35,19,2019-01-23 09:00:00
JFK,2019-01-23,10,21,26,2019-01-23 10:00:00
JFK,2019-01-23,11,31,14,2019-01-23 11:00:00
JFK,2019-01-23,12,20,21,2019-01-23 12:00:00
JFK,2019-01-23,13,25,41,2019-01-23 13:00:00
JFK,2019-01-23,14,25,42,2019-01-23 14:00:00
JFK,2019-01-23,15,37,31,2019-01-23 15:00:00
JFK,2019-01-23,16,31,37,2019-01-23 16:00:00
JFK,2019-01-23,17,32,30,2019-01-23 17:00:00
JFK,2019-01-23,18,32,37,2019-01-23 18:00:00
JFK,2019-01-23,19,45,29,2019-01-23 19:00:00
JFK,2019-01-23,20,27,45,2019-01-23 20:00:00
JFK,2019-01-23,21,27,28,2019-01-23 21:00:00
JFK,2019-01-23,22,20,32,2019-01-23 22:00:00
JFK,2019-01-23,23,18,21,2019-01-23 23:00:00
JFK,2019-01-24,0,11,10,2019-01-24 00:00:00
JFK,2019-01-24,1,4,3,2019-01-24 01:00:00
JFK,2019-01-24,2,2,3,2019-01-24 02:00:00
JFK,2019-01-24,3,3,0,2019-01-24 03:00:00
JFK,2019-01-24,4,1,5,2019-01-24 04:00:00
JFK,2019-01-24,5,9,18,2019-01-24 05:00:00
JFK,2019-01-24,6,17,19,2019-01-24 06:00:00
JFK,2019-01-24,7,43,35,2019-01-24 07:00:00
JFK,2019-01-24,8,53,19,2019-01-24 08:00:00
JFK,2019-01-24,9,35,19,2019-01-24 09:00:00
JFK,2019-01-24,10,23,24,2019-01-24 10:00:00
JFK,2019-01-24,11,33,16,2019-01-24 11:00:00
JFK,2019-01-24,12,17,27,2019-01-24 12:00:00
JFK,2019-01-24,13,28,43,2019-01-24 13:00:00
JFK,2019-01-24,14,26,42,2019-01-24 14:00:00
JFK,2019-01-24,15,37,34,2019-01-24 15:00:00
JFK,2019-01-24,16,32,41,2019-01-24 16:00:00
JFK,2019-01-24,17,33,31,2019-01-24 17:00:00
JFK,2019-01-24,18,37,38,2019-01-24 18:00:00
JFK,2019-01-24,19,47,30,2019-01-24 19:00:00
JFK,2019-01-24,20,28,44,2019-01-24 20:00:00
JFK,2019-01-24,21,30,28,2019-01-24 21:00:00
JFK,2019-01-24,22,19,34,2019-01-24 22:00:00
JFK,2019-01-24,23,18,19,2019-01-24 23:00:00
JFK,2019-01-25,0,12,10,2019-01-25 00:00:00
JFK,2019-01-25,1,5,4,2019-01-25 01:00:00
JFK,2019-01-25,2,1,2,2019-01-25 02:00:00
JFK,2019-01-25,3,1,0,2019-01-25 03:00:00
JFK,2019-01-25,4,0,4,2019-01-25 04:00:00
JFK,2019-01-25,5,9,19,2019-01-25 05:00:00
JFK,2019-01-25,6,17,20,2019-01-25 06:00:00
JFK,2019-01-25,7,43,33,2019-01-25 07:00:00
JFK,2019-01-25,8,52,19,2019-01-25 08:00:00
JFK,2019-01-25,9,37,19,2019-01-25 09:00:00
JFK,2019-01-25,10,20,26,2019-01-25 10:00:00
JFK,2019-01-25,11,34,15,2019-01-25 11:00:00
JFK,2019-01-25,12,21,27,2019-01-25 12:00:00
JFK,2019-01-25,13,27,43,2019-01-25 13:00:00
JFK,2019-01-25,14,26,43,2019-01-25 14:00:00
JFK,2019-01-25,15,37,33,2019-01-25 15:00:00
JFK,2019-01-25,16,32,40,2019-01-25 16:00:00
JFK,2019-01-25,17,34,33,2019-01-25 17:00:00
JFK,2019-01-25,18,37,39,2019-01-25 18:00:00
JFK,2019-01-25,19,46,28,2019-01-25 19:00:00
JFK,2019-01-25,20,29,47,2019-01-25 20:00:00
JFK,2019-01-25,21,27,28,2019-01-25 21:00:00
JFK,2019-01-25,22,25,32,2019-01-25 22:00:00
JFK,2019-01-25,23,17,21,2019-01-25 23:00:00
JFK,2019-01-26,0,10,4,2019-01-26 00:00:00
JFK,2019-01-26,1,5,2,2019-01-26 01:00:00
JFK,2019-01-26,2,2,3,2019-01-26 02:00:00
JFK,2019-01-26,3,2,0,2019-01-26 03:00:00
JFK,2019-01-26,4,0,5,2019-01-26 04:00:00
JFK,2019-01-26,5,6,14,2019-01-26 05:00:00
JFK,2019-01-26,6,13,18,2019-01-26 06:00:00
JFK,2019-01-26,7,36,27,2019-01-26 07:00:00
JFK,2019-01-26,8,50,14,2019-01-26 08:00:00
JFK,2019-01-26,9,38,18,2019-01-26 09:00:00
JFK,2019-01-26,10,26,22,2019-01-26 10:00:00
JFK,2019-01-26,11,27,11,2019-01-26 11:00:00
JFK,2019-01-26,12,17,23,2019-01-26 12:00:00
JFK,2019-01-26,13,21,39,2019-01-26 13:00:00
JFK,2019-01-26,14,23,42,2019-01-26 14:00:00
JFK,2019-01-26,15,36,32,2019-01-26 15:00:00
JFK,2019-01-26,16,28,32,2019-01-26 16:00:00
JFK,2019-01-26,17,25,35,2019-01-26 17:00:00
JFK,2019-01-26,18,28,40,2019-01-26 18:00:00
JFK,2019-01-26,19,41,28,2019-01-26 19:00:00
JFK,2019-01-26,20,23,39,2019-01-26 20:00:00
JFK,2019-01-26,21,25,22,2019-01-26 21:00:00
JFK,2019-01-26,22,17,29,2019-01-26 22:00:00
JFK,2019-01-26,23,16,18,2019-01-26 23:00:00
JFK,2019-01-27,0,13,11,2019-01-27 00:00:00
JFK,2019-01-27,1,5,3,2019-01-27 01:00:00
JFK,2019-01-27,2,2,2,2019-01-27 02:00:00
JFK,2019-01-27,3,2,0,2019-01-27 03:00:00
JFK,2019-01-27,4,0,4,2019-01-27 04:00:00
JFK,2019-01-27,5,9,18,2019-01-27 05:00:00
JFK,2019-01-27,6,15,21,2019-01-27 06:00:00
JFK,2019-01-27,7,40,35,2019-01-27 07:00:00
JFK,2019-01-27,8,50,17,2019-01-27 08:00:00
JFK,2019-01-27,9,33,16,2019-01-27 09:00:00
JFK,2019-01-27,10,23,25,2019-01-27 10:00:00
JFK,2019-01-27,11,36,13,2019-01-27 11:00:00
JFK,2019-01-27,12,18,29,2019-01-27 12:00:00
JFK,2019-01-27,13,29,42,2019-01-27 13:00:00
JFK,2019-01-27,14,26,42,2019-01-27 14:00:00
JFK,2019-01-27,15,37,35,2019-01-27 15:00:00
JFK,2019-01-27,16,32,39,2019-01-27 16:00:00
JFK,2019-01-27,17,33,32,2019-01-27 17:00:00
JFK,2019-01-27,18,36,39,2019-01-27 18:00:00
JFK,2019-01-27,19,47,28,2019-01-27 19:00:00
JFK,2019-01-27,20,30,47,2019-01-27 20:00:00
JFK,2019-01-27,21,26,28,2019-01-27 21:00:00
JFK,2019-01-27,22,22,33,2019-01-27 22:00:00
JFK,2019-01-27,23,18,19,2019-01-27 23:00:00
JFK,2019-01-28,0,12,9,2019-01-28 00:00:00
JFK,2019-01-28,1,5,4,2019-01-28 01:00:00
JFK,2019-01-28,2,1,2,2019-01-28 02:00:00
JFK,2019-01-28,3,2,0,2019-01-28 03:00:00
JFK,2019-01-28,4,1,5,2019-01-28 04:00:00
JFK,2019-01-28,5,8,16,2019-01-28 05:00:00
JFK,2019-01-28,6,16,18,2019-01-28 06:00:00
JFK,2019-01-28,7,42,33,2019-01-28 07:00:00
JFK,2019-01-28,8,52,20,2019-01-28 08:00:00
JFK,2019-01-28,9,35,22,2019-01-28 09:00:00
JFK,2019-01-28,10,23,25,2019-01-28 10:00:00
JFK,2019-01-28,11,36,15,2019-01-28 11:00:00
JFK,2019-01-28,12,21,26,2019-01-28 12:00:00
JFK,2019-01-28,13,27,42,2019-01-28 13:00:00
JFK,2019-01-28,14,26,41,2019-01-28 14:00:00
JFK,2019-01-28,15,37,35,2019-01-28 15:00:00
JFK,2019-01-28,16,31,40,2019-01-28 16:00:00
JFK,2019-01-28,17,33,31,2019-01-28 17:00:00
JFK,2019-01-28,18,36,38,2019-01-28 18:00:00
JFK,2019-01-28,19,45,27,2019-01-28 19:00:00
JFK,2019-01-28,20,28,45,2019-01-28 20:00:00
JFK,2019-01-28,21,29,28,2019-01-28 21:00:00
JFK,2019-01-28,22,21,31,2019-01-28 22:00:00
JFK,2019-01-28,23,18,21,2019-01-28 23:00:00
JFK,2019-01-29,0,10,10,2019-01-29 00:00:00
JFK,2019-01-29,1,6,2,2019-01-29 01:00:00
JFK,2019-01-29,2,2,2,2019-01-29 02:00:00
JFK,2019-01-29,3,2,0,2019-01-29 03:00:00
JFK,2019-01-29,4,0,4,2019-01-29 04:00:00
JFK,2019-01-29,5,9,17,2019-01-29 05:00:00
JFK,2019-01-29,6,15,19,2019-01-29 06:00:00
JFK,2019-01-29,7,42,33,2019-01-29 07:00:00
JFK,2019-01-29,8,51,16,2019-01-29 08:00:00
JFK,2019-01-29,9,37,19,2019-01-29 09:00:00
JFK,2019-01-29,10,22,25,2019-01-29 10:00:00
JFK,2019-01-29,11,28,13,2019-01-29 11:00:00
JFK,2019-01-29,12,16,27,2019-01-29 12:00:00
JFK,2019-01-29,13,25,43,2019-01-29 13:00:00
JFK,2019-01-29,14,26,41,2019-01-29 14:00:00
JFK,2019-01-29,15,37,35,2019-01-29 15:00:00
JFK,2019-01-29,16,29,36,2019-01-29 16:00:00
JFK,2019-01-29,17,31,30,2019-01-29 17:00:00
JFK,2019-01-29,18,29,37,2019-01-29 18:00:00
JFK,2019-01-29,19,43,29,2019-01-29 19:00:00
JFK,2019-01-29,20,27,41,2019-01-29 20:00:00
JFK,2019-01-29,21,25,28,2019-01-29 21:00:00
JFK,2019-01-29,22,15,30,2019-01-29 22:00:00
JFK,2019-01-29,23,17,21,2019-01-29 23:00:00
JFK,2019-01-30,0,13,10,2019-01-30 00:00:00
JFK,2019-01-30,1,6,3,2019-01-30 01:00:00
JFK,2019-01-30,2,0,2,2019-01-30 02:00:00
JFK,2019-01-30,3,1,0,2019-01-30 03:00:00
JFK,2019-01-30,4,0,5,2019-01-30 04:00:00
JFK,2019-01-30,5,9,15,2019-01-30 05:00:00
JFK,2019-01-30,6,16,18,2019-01-30 06:00:00
JFK,2019-01-30,7,41,32,2019-01-30 07:00:00
JFK,2019-01-30,8,51,18,2019-01-30 08:00:00
JFK,2019-01-30,9,36,19,2019-01-30 09:00:00
JFK,2019-01-30,10,20,26,2019-01-30 10:00:00
JFK,2019-01-30,11,31,14,2019-01-30 11:00:00
JFK,2019-01-30,12,20,24,2019-01-30 12:00:00
JFK,2019-01-30,13,26,41,2019-01-30 13:00:00
JFK,2019-01-30,14,26,42,2019-01-30 14:00:00
JFK,2019-01-30,15,37,31,2019-01-30 15:00:00
JFK,2019-01-30,16,31,38,2019-01-30 16:00:00
JFK,2019-01-30,17,32,30,2019-01-30 17:00:00
JFK,2019-01-30,18,34,37,2019-01-30 18:00:00
JFK,2019-01-30,19,44,28,2019-01-30 19:00:00
JFK,2019-01-30,20,27,46,2019-01-30 20:00:00
JFK,2019-01-30,21,28,27,2019-01-30 21:00:00
JFK,2019-01-30,22,19,32,2019-01-30 22:00:00
JFK,2019-01-30,23,17,21,2019-01-30 23:00:00
JFK,2019-01-31,0,11,10,2019-01-31 00:00:00
JFK,2019-01-31,1,4,3,2019-01-31 01:00:00
JFK,2019-01-31,2,2,3,2019-01-31 02:00:00
JFK,2019-01-31,3,3,0,2019-01-31 03:00:00
JFK,2019-01-31,4,1,5,2019-01-31 04:00:00
JFK,2019-01-31,5,9,18,2019-01-31 05:00:00
JFK,2019-01-31,6,17,20,2019-01-31 06:00:00
JFK,2019-01-31,7,43,35,2019-01-31 07:00:00
JFK,2019-01-31,8,52,19,2019-01-31 08:00:00
JFK,2019-01-31,9,36,19,2019-01-31 09:00:00
JFK,2019-01-31,10,23,24,2019-01-31 10:00:00
JFK,2019-01-31,11,33,16,2019-01-31 11:00:00
JFK,2019-01-31,12,17,27,2019-01-31 12:00:00
JFK,2019-01-31,13,28,44,2019-01-31 13:00:00
JFK,2019-01-31,14,26,41,2019-01-31 14:00:00
JFK,2019-01-31,15,37,33,2019-01-31 15:00:00
JFK,2019-01-31,16,32,41,2019-01-31 16:00:00
JFK,2019-01-31,17,33,32,2019-01-31 17:00:00
JFK,2019-01-31,18,37,38,2019-01-31 18:00:00
JFK,2019-01-31,19,48,29,2019-01-31 19:00:00
JFK,2019-01-31,20,29,45,2019-01-31 20:00:00
JFK,2019-01-31,21,28,29,2019-01-31 21:00:00
JFK,2019-01-31,22,19,32,2019-01-31 22:00:00
JFK,2019-01-31,23,19,19,2019-01-31 23:00:00
JFK,2019-02-01,0,10,10,2019-02-01 00:00:00
JFK,2019-02-01,1,5,4,2019-02-01 01:00:00
JFK,2019-02-01,2,1,2,2019-02-01 02:00:00
JFK,2019-02-01,3,1,0,2019-02-01 03:00:00
JFK,2019-02-01,4,0,4,2019-02-01 04:00:00
JFK,2019-02-01,5,9,18,2019-02-01 05:00:00
JFK,2019-02-01,6,17,20,2019-02-01 06:00:00
JFK,2019-02-01,7,43,33,2019-02-01 07:00:00
JFK,2019-02-01,8,52,19,2019-02-01 08:00:00
JFK,2019-02-01,9,37,19,2019-02-01 09:00:00
JFK,2019-02-01,10,22,26,2019-02-01 10:00:00
JFK,2019-02-01,11,34,15,2019-02-01 11:00:00
JFK,2019-02-01,12,20,28,2019-02-01 12:00:00
JFK,2019-02-01,13,27,44,2019-02-01 13:00:00
JFK,2019-02-01,14,27,44,2019-02-01 14:00:00
JFK,2019-02-01,15,37,33,2019-02-01 15:00:00
JFK,2019-02-01,16,31,39,2019-02-01 16:00:00
JFK,2019-02-01,17,34,33,2019-02-01 17:00:00
JFK,2019-02-01,18,37,39,2019-02-01 18:00:00
JFK,2019-02-01,19,47,27,2019-02-01 19:00:00
JFK,2019-02-01,20,29,46,2019-02-01 20:00:00
JFK,2019-02-01,21,28,27,2019-02-01 21:00:00
JFK,2019-02-01,22,23,32,2019-02-01 22:00:00
JFK,2019-02-01,23,16,20,2019-02-01 23:00:00
JFK,2019-02-02,0,10,4,2019-02-02 00:00:00
JFK,2019-02-02,1,5,2,2019-02-02 01:00:00
JFK,2019-02-02,2,1,3,2019-02-02 02:00:00
JFK,2019-02-02,3,2,0,2019-02-02 03:00:00
JFK,2019-02-02,4,0,5,2019-02-02 04:00:00
JFK,2019-02-02,5,6,14,2019-02-02 05:00:00
JFK,2019-02-02,6,13,18,2019-02-02 06:00:00
JFK,2019-02-02,7,36,27,2019-02-02 07:00:00
JFK,2019-02-02,8,49,14,2019-02-02 08:00:00
JFK,2019-02-02,9,33,17,2019-02-02 09:00:00
JFK,2019-02-02,10,26,22,2019-02-02 10:00:00
JFK,2019-02-02,11,22,11,2019-02-02 11:00:00
JFK,2019-02-02,12,17,23,2019-02-02 12:00:00
JFK,2019-02-02,13,21,38,2019-02-02 13:00:00
JFK,2019-02-02,14,24,39,2019-02-02 14:00:00
JFK,2019-02-02,15,33,31,2019-02-02 15:00:00
JFK,2019-02-02,16,27,31,2019-02-02 16:00:00
JFK,2019-02-02,17,24,34,2019-02-02 17:00:00
JFK,2019-02-02,18,28,38,2019-02-02 18:00:00
JFK,2019-02-02,19,43,29,2019-02-02 19:00:00
JFK,2019-02-02,20,21,34,2019-02-02 20:00:00
JFK,2019-02-02,21,23,21,2019-02-02 21:00:00
JFK,2019-02-02,22,17,27,2019-02-02 22:00:00
JFK,2019-02-02,23,16,17,2019-02-02 23:00:00
JFK,2019-02-03,0,13,8,2019-02-03 00:00:00
JFK,2019-02-03,1,5,3,2019-02-03 01:00:00
JFK,2019-02-03,2,2,2,2019-02-03 02:00:00
JFK,2019-02-03,3,2,0,2019-02-03 03:00:00
JFK,2019-02-03,4,0,4,2019-02-03 04:00:00
JFK,2019-02-03,5,8,17,2019-02-03 05:00:00
JFK,2019-02-03,6,15,19,2019-02-03 06:00:00
JFK,2019-02-03,7,38,35,2019-02-03 07:00:00
JFK,2019-02-03,8,48,18,2019-02-03 08:00:00
JFK,2019-02-03,9,31,18,2019-02-03 09:00:00
JFK,2019-02-03,10,23,23,2019-02-03 10:00:00
JFK,2019-02-03,11,31,13,2019-02-03 11:00:00
JFK,2019-02-03,12,16,26,2019-02-03 12:00:00
JFK,2019-02-03,13,26,41,2019-02-03 13:00:00
JFK,2019-02-03,14,23,37,2019-02-03 14:00:00
JFK,2019-02-03,15,33,32,2019-02-03 15:00:00
JFK,2019-02-03,16,28,36,2019-02-03 16:00:00
JFK,2019-02-03,17,28,30,2019-02-03 17:00:00
JFK,2019-02-03,18,37,38,2019-02-03 18:00:00
JFK,2019-02-03,19,46,29,2019-02-03 19:00:00
JFK,2019-02-03,20,30,39,2019-02-03 20:00:00
JFK,2019-02-03,21,22,27,2019-02-03 21:00:00
JFK,2019-02-03,22,21,28,2019-02-03 22:00:00
JFK,2019-02-03,23,18,19,2019-02-03 23:00:00
JFK,2019-02-04,0,11,9,2019-02-04 00:00:00
JFK,2019-02-04,1,5,4,2019-02-04 01:00:00
JFK,2019-02-04,2,1,2,2019-02-04 02:00:00
JFK,2019-02-04,3,2,0,2019-02-04 03:00:00
JFK,2019-02-04,4,1,4,2019-02-04 04:00:00
JFK,2019-02-04,5,8,16,2019-02-04 05:00:00
JFK,2019-02-04,6,16,20,2019-02-04 06:00:00
JFK,2019-02-04,7,42,32,2019-02-04 07:00:00
JFK,2019-02-04,8,52,20,2019-02-04 08:00:00
JFK,2019-02-04,9,35,21,2019-02-04 09:00:00
JFK,2019-02-04,10,23,24,2019-02-04 10:00:00
JFK,2019-02-04,11,35,15,2019-02-04 11:00:00
JFK,2019-02-04,12,21,25,2019-02-04 12:00:00
JFK,2019-02-04,13,26,43,2019-02-04 13:00:00
JFK,2019-02-04,14,27,41,2019-02-04 14:00:00
JFK,2019-02-04,15,37,33,2019-02-04 15:00:00
JFK,2019-02-04,16,29,39,2019-02-04 16:00:00
JFK,2019-02-04,17,33,32,2019-02-04 17:00:00
JFK,2019-02-04,18,33,37,2019-02-04 18:00:00
JFK,2019-02-04,19,46,28,2019-02-04 19:00:00
JFK,2019-02-04,20,29,45,2019-02-04 20:00:00
JFK,2019-02-04,21,29,27,2019-02-04 21:00:00
JFK,2019-02-04,22,21,30,2019-02-04 22:00:00
JFK,2019-02-04,23,17,20,2019-02-04 23:00:00
JFK,2019-02-05,0,9,10,2019-02-05 00:00:00
JFK,2019-02-05,1,5,2,2019-02-05 01:00:00
JFK,2019-02-05,2,0,3,2019-02-05 02:00:00
JFK,2019-02-05,3,2,0,2019-02-05 03:00:00
JFK,2019-02-05,4,0,3,2019-02-05 04:00:00
JFK,2019-02-05,5,9,17,2019-02-05 05:00:00
JFK,2019-02-05,6,14,19,2019-02-05 06:00:00
JFK,2019-02-05,7,41,32,2019-02-05 07:00:00
JFK,2019-02-05,8,51,16,2019-02-05 08:00:00
JFK,2019-02-05,9,37,18,2019-02-05 09:00:00
JFK,2019-02-05,10,22,25,2019-02-05 10:00:00
JFK,2019-02-05,11,27,12,2019-02-05 11:00:00
JFK,2019-02-05,12,16,25,2019-02-05 12:00:00
JFK,2019-02-05,13,25,43,2019-02-05 13:00:00
JFK,2019-02-05,14,26,43,2019-02-05 14:00:00
JFK,2019-02-05,15,37,33,2019-02-05 15:00:00
JFK,2019-02-05,16,29,36,2019-02-05 16:00:00
JFK,2019-02-05,17,30,31,2019-02-05 17:00:00
JFK,2019-02-05,18,28,36,2019-02-05 18:00:00
JFK,2019-02-05,19,43,31,2019-02-05 19:00:00
JFK,2019-02-05,20,28,42,2019-02-05 20:00:00
JFK,2019-02-05,21,27,27,2019-02-05 21:00:00
JFK,2019-02-05,22,18,28,2019-02-05 22:00:00
JFK,2019-02-05,23,16,21,2019-02-05 23:00:00
JFK,2019-02-06,0,11,10,2019-02-06 00:00:00
JFK,2019-02-06,1,6,3,2019-02-06 01:00:00
JFK,2019-02-06,2,1,2,2019-02-06 02:00:00
JFK,2019-02-06,3,1,0,2019-02-06 03:00:00
JFK,2019-02-06,4,0,4,2019-02-06 04:00:00
JFK,2019-02-06,5,8,15,2019-02-06 05:00:00
JFK,2019-02-06,6,15,19,2019-02-06 06:00:00
JFK,2019-02-06,7,41,32,2019-02-06 07:00:00
JFK,2019-02-06,8,51,18,2019-02-06 08:00:00
JFK,2019-02-06,9,36,18,2019-02-06 09:00:00
JFK,2019-02-06,10,21,25,2019-02-06 10:00:00
JFK,2019-02-06,11,29,13,2019-02-06 11:00:00
JFK,2019-02-06,12,19,23,2019-02-06 12:00:00
JFK,2019-02-06,13,25,39,2019-02-06 13:00:00
JFK,2019-02-06,14,26,42,2019-02-06 14:00:00
JFK,2019-02-06,15,37,31,2019-02-06 15:00:00
JFK,2019-02-06,16,31,38,2019-02-06 16:00:00
JFK,2019-02-06,17,31,30,2019-02-06 17:00:00
JFK,2019-02-06,18,34,36,2019-02-06 18:00:00
JFK,2019-02-06,19,44,29,2019-02-06 19:00:00
JFK,2019-02-06,20,26,46,2019-02-06 20:00:00
JFK,2019-02-06,21,29,26,2019-02-06 21:00:00
JFK,2019-02-06,22,21,32,2019-02-06 22:00:00
JFK,2019-02-06,23,16,20,2019-02-06 23:00:00
JFK,2019-02-07,0,11,10,2019-02-07 00:00:00
JFK,2019-02-07,1,3,2,2019-02-07 01:00:00
JFK,2019-02-07,2,2,3,2019-02-07 02:00:00
JFK,2019-02-07,3,3,0,2019-02-07 03:00:00
JFK,2019-02-07,4,1,5,2019-02-07 04:00:00
JFK,2019-02-07,5,8,18,2019-02-07 05:00:00
JFK,2019-02-07,6,16,19,2019-02-07 06:00:00
JFK,2019-02-07,7,43,35,2019-02-07 07:00:00
JFK,2019-02-07,8,52,19,2019-02-07 08:00:00
JFK,2019-02-07,9,36,18,2019-02-07 09:00:00
JFK,2019-02-07,10,23,24,2019-02-07 10:00:00
JFK,2019-02-07,11,32,16,2019-02-07 11:00:00
JFK,2019-02-07,12,17,23,2019-02-07 12:00:00
JFK,2019-02-07,13,27,43,2019-02-07 13:00:00
JFK,2019-02-07,14,26,42,2019-02-07 14:00:00
JFK,2019-02-07,15,37,33,2019-02-07 15:00:00
JFK,2019-02-07,16,32,42,2019-02-07 16:00:00
JFK,2019-02-07,17,33,32,2019-02-07 17:00:00
JFK,2019-02-07,18,36,38,2019-02-07 18:00:00
JFK,2019-02-07,19,49,30,2019-02-07 19:00:00
JFK,2019-02-07,20,29,46,2019-02-07 20:00:00
JFK,2019-02-07,21,30,28,2019-02-07 21:00:00
JFK,2019-02-07,22,20,33,2019-02-07 22:00:00
JFK,2019-02-07,23,19,19,2019-02-07 23:00:00
JFK,2019-02-08,0,11,10,2019-02-08 00:00:00
JFK,2019-02-08,1,5,4,2019-02-08 01:00:00
JFK,2019-02-08,2,1,2,2019-02-08 02:00:00
JFK,2019-02-08,3,0,0,2019-02-08 03:00:00
JFK,2019-02-08,4,0,4,2019-02-08 04:00:00
JFK,2019-02-08,5,8,18,2019-02-08 05:00:00
JFK,2019-02-08,6,18,21,2019-02-08 06:00:00
JFK,2019-02-08,7,43,33,2019-02-08 07:00:00
JFK,2019-02-08,8,52,19,2019-02-08 08:00:00
JFK,2019-02-08,9,37,17,2019-02-08 09:00:00
JFK,2019-02-08,10,21,25,2019-02-08 10:00:00
JFK,2019-02-08,11,31,15,2019-02-08 11:00:00
JFK,2019-02-08,12,20,27,2019-02-08 12:00:00
JFK,2019-02-08,13,27,44,2019-02-08 13:00:00
JFK,2019-02-08,14,26,44,2019-02-08 14:00:00
JFK,2019-02-08,15,37,34,2019-02-08 15:00:00
JFK,2019-02-08,16,33,41,2019-02-08 16:00:00
JFK,2019-02-08,17,34,33,2019-02-08 17:00:00
